|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        14562.3        3048.01        1055.67        50.4470        47.7735        59.7139     
  923.150        14572.3        3048.05        1055.85        50.4470        47.7735        59.7142     
  923.150        14582.3        3048.09        1056.02        50.4470        47.7735        59.7145     
  923.150        14592.3        3048.13        1056.20        50.4470        47.7735        59.7148     
  923.150        14602.3        3048.17        1056.37        50.4470        47.7735        59.7151     
  923.150        14612.3        3048.21        1056.55        50.4470        47.7735        59.7153     
  923.150        14622.3        3048.25        1056.72        50.4470        47.7735        59.7156     
  923.150        14632.3        3048.29        1056.90        50.4470        47.7735        59.7159     
  923.150        14642.3        3048.33        1057.07        50.4470        47.7735        59.7162     
  923.150        14652.3        3048.37        1057.24        50.4470        47.7735        59.7165     
  923.150        14662.3        3048.41        1057.42        50.4470        47.7735        59.7168     
  923.150        14672.3        3048.45        1057.59        50.4470        47.7735        59.7171     
  923.150        14682.3        3048.49        1057.77        50.4470        47.7735        59.7173     
  923.150        14692.3        3048.53        1057.94        50.4470        47.7735        59.7176     
  923.150        14702.4        3048.57        1058.12        50.4470        47.7735        59.7179     
  923.150        14712.4        3048.61        1058.29        50.4470        47.7735        59.7182     
  923.150        14722.4        3048.65        1058.46        50.4470        47.7735        59.7185     
  923.150        14732.4        3048.69        1058.64        50.4470        47.7735        59.7188     
  923.150        14742.4        3048.73        1058.81        50.4470        47.7735        59.7190     
  923.150        14752.4        3048.77        1058.98        50.4470        47.7735        59.7193     
  923.150        14762.4        3048.81        1059.16        50.4470        47.7735        59.7196     
  923.150        14772.4        3048.85        1059.33        50.4470        47.7735        59.7199     
  923.150        14782.4        3048.89        1059.50        50.4470        47.7735        59.7202     
  923.150        14792.4        3048.93        1059.68        50.4470        47.7735        59.7205     
  923.150        14802.4        3048.97        1059.85        50.4470        47.7735        59.7208     
  923.150        14812.4        3049.01        1060.02        50.4470        47.7735        59.7210     
  923.150        14822.4        3049.05        1060.19        50.4470        47.7735        59.7213     
  923.150        14832.4        3049.09        1060.37        50.4470        47.7735        59.7216     
  923.150        14842.4        3049.13        1060.54        50.4470        47.7735        59.7219     
  923.150        14852.4        3049.17        1060.71        50.4470        47.7735        59.7222     
  923.150        14862.4        3049.21        1060.88        50.4470        47.7735        59.7225     
  923.150        14872.4        3049.25        1061.05        50.4470        47.7735        59.7228     
  923.150        14882.4        3049.29        1061.23        50.4470        47.7735        59.7230     
  923.150        14892.4        3049.33        1061.40        50.4470        47.7735        59.7233     
  923.150        14902.5        3049.37        1061.57        50.4470        47.7735        59.7236     
  923.150        14912.5        3049.41        1061.74        50.4470        47.7735        59.7239     
  923.150        14922.5        3049.45        1061.91        50.4470        47.7735        59.7242     
  923.150        14932.5        3049.49        1062.08        50.4470        47.7735        59.7245     
  923.150        14942.5        3049.53        1062.26        50.4470        47.7735        59.7247     
  923.150        14952.5        3049.57        1062.43        50.4470        47.7735        59.7250     
  923.150        14962.5        3049.61        1062.60        50.4470        47.7735        59.7253     
  923.150        14972.5        3049.65        1062.77        50.4470        47.7735        59.7256     
  923.150        14982.5        3049.69        1062.94        50.4470        47.7735        59.7259     
  923.150        14992.5        3049.73        1063.11        50.4470        47.7735        59.7262     
  923.150        15002.5        3049.78        1063.28        50.4470        47.7735        59.7265     
  923.150        15012.5        3049.82        1063.45        50.4470        47.7735        59.7267     
  923.150        15022.5        3049.86        1063.62        50.4470        47.7735        59.7270     
  923.150        15032.5        3049.90        1063.79        50.4470        47.7735        59.7273     
  923.150        15042.5        3049.94        1063.96        50.4470        47.7735        59.7276     
  923.150        15052.5        3049.98        1064.13        50.4470        47.7735        59.7279     
  923.150        15062.5        3050.02        1064.30        50.4470        47.7735        59.7282     
  923.150        15072.5        3050.06        1064.47        50.4470        47.7735        59.7284     
  923.150        15082.5        3050.10        1064.64        50.4470        47.7735        59.7287     
  923.150        15092.5        3050.14        1064.81        50.4470        47.7735        59.7290     
  923.150        15102.6        3050.18        1064.98        50.4470        47.7735        59.7293     
  923.150        15112.6        3050.22        1065.15        50.4470        47.7735        59.7296     
  923.150        15122.6        3050.26        1065.32        50.4470        47.7735        59.7299     
  923.150        15132.6        3050.30        1065.49        50.4470        47.7735        59.7301     
  923.150        15142.6        3050.34        1065.66        50.4470        47.7735        59.7304     
  923.150        15152.6        3050.38        1065.83        50.4470        47.7735        59.7307     
  923.150        15162.6        3050.42        1066.00        50.4470        47.7735        59.7310     
  923.150        15172.6        3050.46        1066.17        50.4470        47.7735        59.7313     
  923.150        15182.6        3050.50        1066.34        50.4470        47.7735        59.7316     
  923.150        15192.6        3050.54        1066.50        50.4470        47.7735        59.7319     
  923.150        15202.6        3050.58        1066.67        50.4470        47.7735        59.7321     
  923.150        15212.6        3050.62        1066.84        50.4470        47.7735        59.7324     
  923.150        15222.6        3050.66        1067.01        50.4470        47.7735        59.7327     
  923.150        15232.6        3050.70        1067.18        50.4470        47.7735        59.7330     
  923.150        15242.6        3050.74        1067.35        50.4470        47.7735        59.7333     
  923.150        15252.6        3050.78        1067.51        50.4470        47.7735        59.7336     
  923.150        15262.6        3050.82        1067.68        50.4470        47.7735        59.7338     
  923.150        15272.6        3050.86        1067.85        50.4470        47.7735        59.7341     
  923.150        15282.6        3050.90        1068.02        50.4470        47.7735        59.7344     
  923.150        15292.6        3050.94        1068.19        50.4470        47.7735        59.7347     
  923.150        15302.7        3050.98        1068.35        50.4470        47.7735        59.7350     
  923.150        15312.7        3051.02        1068.52        50.4470        47.7735        59.7353     
  923.150        15322.7        3051.06        1068.69        50.4470        47.7735        59.7355     
  923.150        15332.7        3051.10        1068.86        50.4470        47.7735        59.7358     
  923.150        15342.7        3051.14        1069.02        50.4470        47.7735        59.7361     
  923.150        15352.7        3051.18        1069.19        50.4470        47.7735        59.7364     
  923.150        15362.7        3051.22        1069.36        50.4470        47.7735        59.7367     
  923.150        15372.7        3051.26        1069.52        50.4470        47.7735        59.7370     
  923.150        15382.7        3051.30        1069.69        50.4470        47.7735        59.7372     
  923.150        15392.7        3051.34        1069.86        50.4470        47.7735        59.7375     
  923.150        15402.7        3051.38        1070.02        50.4470        47.7735        59.7378     
  923.150        15412.7        3051.42        1070.19        50.4470        47.7735        59.7381     
  923.150        15422.7        3051.46        1070.36        50.4470        47.7735        59.7384     
  923.150        15432.7        3051.50        1070.52        50.4470        47.7735        59.7387     
  923.150        15442.7        3051.54        1070.69        50.4470        47.7735        59.7389     
  923.150        15452.7        3051.58        1070.85        50.4470        47.7735        59.7392     
  923.150        15462.7        3051.62        1071.02        50.4470        47.7735        59.7395     
  923.150        15472.7        3051.66        1071.19        50.4470        47.7735        59.7398     
  923.150        15482.7        3051.70        1071.35        50.4470        47.7735        59.7401     
  923.150        15492.7        3051.74        1071.52        50.4470        47.7735        59.7404     
  923.150        15502.8        3051.78        1071.68        50.4470        47.7735        59.7406     
  923.150        15512.8        3051.82        1071.85        50.4470        47.7735        59.7409     
  923.150        15522.8        3051.86        1072.01        50.4470        47.7735        59.7412     
  923.150        15532.8        3051.90        1072.18        50.4470        47.7735        59.7415     
  923.150        15542.8        3051.94        1072.34        50.4470        47.7735        59.7418     
  923.150        15552.8        3051.98        1072.51        50.4470        47.7735        59.7420     
  923.150        15562.8        3052.02        1072.67        50.4470        47.7735        59.7423     
  923.150        15572.8        3052.06        1072.84        50.4470        47.7735        59.7426     
  923.150        15582.8        3052.10        1073.00        50.4470        47.7735        59.7429     
  923.150        15592.8        3052.14        1073.17        50.4470        47.7735        59.7432     
  923.150        15602.8        3052.18        1073.33        50.4470        47.7735        59.7435     
  923.150        15612.8        3052.22        1073.50        50.4470        47.7735        59.7437     
  923.150        15622.8        3052.26        1073.66        50.4470        47.7735        59.7440     
  923.150        15632.8        3052.30        1073.83        50.4470        47.7735        59.7443     
  923.150        15642.8        3052.34        1073.99        50.4470        47.7735        59.7446     
  923.150        15652.8        3052.38        1074.16        50.4470        47.7735        59.7449     
  923.150        15662.8        3052.42        1074.32        50.4470        47.7735        59.7452     
  923.150        15672.8        3052.46        1074.48        50.4470        47.7735        59.7454     
  923.150        15682.8        3052.50        1074.65        50.4470        47.7735        59.7457     
  923.150        15692.8        3052.54        1074.81        50.4470        47.7735        59.7460     
  923.150        15702.9        3052.58        1074.97        50.4470        47.7735        59.7463     
  923.150        15712.9        3052.62        1075.14        50.4470        47.7735        59.7466     
  923.150        15722.9        3052.66        1075.30        50.4470        47.7735        59.7468     
  923.150        15732.9        3052.70        1075.46        50.4470        47.7735        59.7471     
  923.150        15742.9        3052.74        1075.63        50.4470        47.7735        59.7474     
  923.150        15752.9        3052.78        1075.79        50.4470        47.7735        59.7477     
  923.150        15762.9        3052.82        1075.95        50.4470        47.7735        59.7480     
  923.150        15772.9        3052.86        1076.12        50.4470        47.7735        59.7483     
  923.150        15782.9        3052.90        1076.28        50.4470        47.7735        59.7485     
  923.150        15792.9        3052.94        1076.44        50.4470        47.7735        59.7488     
  923.150        15802.9        3052.98        1076.61        50.4470        47.7735        59.7491     
  923.150        15812.9        3053.02        1076.77        50.4470        47.7735        59.7494     
  923.150        15822.9        3053.06        1076.93        50.4470        47.7735        59.7497     
  923.150        15832.9        3053.10        1077.09        50.4470        47.7735        59.7499     
  923.150        15842.9        3053.14        1077.25        50.4470        47.7735        59.7502     
  923.150        15852.9        3053.18        1077.42        50.4470        47.7735        59.7505     
  923.150        15862.9        3053.22        1077.58        50.4470        47.7735        59.7508     
  923.150        15872.9        3053.26        1077.74        50.4470        47.7735        59.7511     
  923.150        15882.9        3053.30        1077.90        50.4470        47.7735        59.7514     
  923.150        15892.9        3053.34        1078.07        50.4470        47.7735        59.7516     
  923.150        15903.0        3053.38        1078.23        50.4470        47.7735        59.7519     
  923.150        15913.0        3053.42        1078.39        50.4470        47.7735        59.7522     
  923.150        15923.0        3053.46        1078.55        50.4470        47.7735        59.7525     
  923.150        15933.0        3053.50        1078.71        50.4470        47.7735        59.7528     
  923.150        15943.0        3053.54        1078.87        50.4470        47.7735        59.7530     
  923.150        15953.0        3197.52        1079.03        51.3610        48.6390        49.5473     
  923.150        15963.0        3197.55        1079.20        51.3610        48.6390        49.5473     
  923.150        15973.0        3197.58        1079.36        51.3610        48.6390        49.5474     
  923.150        15983.0        3197.61        1079.52        51.3610        48.6390        49.5474     
  923.150        15993.0        3197.64        1079.68        51.3610        48.6390        49.5474     
  923.150        16003.0        3197.66        1079.84        51.3610        48.6390        49.5475     
  923.150        16013.0        3197.69        1080.00        51.3610        48.6390        49.5475     
  923.150        16023.0        3197.72        1080.16        51.3610        48.6390        49.5475     
  923.150        16033.0        3197.75        1080.32        51.3610        48.6390        49.5476     
  923.150        16043.0        3197.78        1080.48        51.3610        48.6390        49.5476     
  923.150        16053.0        3197.81        1080.64        51.3610        48.6390        49.5476     
  923.150        16063.0        3197.84        1080.80        51.3610        48.6390        49.5477     
  923.150        16073.0        3197.87        1080.96        51.3610        48.6390        49.5477     
  923.150        16083.0        3197.90        1081.12        51.3610        48.6390        49.5477     
  923.150        16093.0        3197.92        1081.28        51.3610        48.6390        49.5478     
  923.150        16103.1        3197.95        1081.44        51.3610        48.6390        49.5478     
  923.150        16113.1        3197.98        1081.60        51.3610        48.6390        49.5478     
  923.150        16123.1        3198.01        1081.76        51.3610        48.6390        49.5479     
  923.150        16133.1        3198.04        1081.92        51.3610        48.6390        49.5479     
  923.150        16143.1        3198.07        1082.08        51.3610        48.6390        49.5479     
  923.150        16153.1        3198.10        1082.24        51.3610        48.6390        49.5480     
  923.150        16163.1        3198.13        1082.40        51.3610        48.6390        49.5480     
  923.150        16173.1        3198.16        1082.56        51.3610        48.6390        49.5480     
  923.150        16183.1        3198.18        1082.72        51.3610        48.6390        49.5481     
  923.150        16193.1        3198.21        1082.88        51.3610        48.6390        49.5481     
  923.150        16203.1        3198.24        1083.04        51.3610        48.6390        49.5481     
  923.150        16213.1        3198.27        1083.19        51.3610        48.6390        49.5482     
  923.150        16223.1        3198.30        1083.35        51.3610        48.6390        49.5482     
  923.150        16233.1        3198.33        1083.51        51.3610        48.6390        49.5482     
  923.150        16243.1        3198.36        1083.67        51.3610        48.6390        49.5483     
  923.150        16253.1        3198.39        1083.83        51.3610        48.6390        49.5483     
  923.150        16263.1        3198.41        1083.99        51.3610        48.6390        49.5483     
  923.150        16273.1        3198.44        1084.15        51.3610        48.6390        49.5484     
  923.150        16283.1        3198.47        1084.30        51.3610        48.6390        49.5484     
  923.150        16293.1        3198.50        1084.46        51.3610        48.6390        49.5484     
  923.150        16303.2        3198.53        1084.62        51.3610        48.6390        49.5485     
  923.150        16313.2        3198.56        1084.78        51.3610        48.6390        49.5485     
  923.150        16323.2        3198.59        1084.94        51.3610        48.6390        49.5485     
  923.150        16333.2        3198.62        1085.09        51.3610        48.6390        49.5486     
  923.150        16343.2        3198.65        1085.25        51.3610        48.6390        49.5486     
  923.150        16353.2        3198.67        1085.41        51.3610        48.6390        49.5486     
  923.150        16363.2        3198.70        1085.57        51.3610        48.6390        49.5487     
  923.150        16373.2        3198.73        1085.72        51.3610        48.6390        49.5487     
  923.150        16383.2        3198.76        1085.88        51.3610        48.6390        49.5487     
  923.150        16393.2        3198.79        1086.04        51.3610        48.6390        49.5488     
  923.150        16403.2        3198.82        1086.20        51.3610        48.6390        49.5488     
  923.150        16413.2        3198.85        1086.35        51.3610        48.6390        49.5488     
  923.150        16423.2        3198.88        1086.51        51.3610        48.6390        49.5489     
  923.150        16433.2        3198.90        1086.67        51.3610        48.6390        49.5489     
  923.150        16443.2        3198.93        1086.82        51.3610        48.6390        49.5489     
  923.150        16453.2        3198.96        1086.98        51.3610        48.6390        49.5489     
  923.150        16463.2        3198.99        1087.14        51.3610        48.6390        49.5490     
  923.150        16473.2        3199.02        1087.29        51.3610        48.6390        49.5490     
  923.150        16483.2        3199.05        1087.45        51.3610        48.6390        49.5490     
  923.150        16493.2        3199.08        1087.61        51.3610        48.6390        49.5491     
  923.150        16503.3        3199.11        1087.76        51.3610        48.6390        49.5491     
  923.150        16513.3        3199.14        1087.92        51.3610        48.6390        49.5491     
  923.150        16523.3        3199.16        1088.08        51.3610        48.6390        49.5492     
  923.150        16533.3        3199.19        1088.23        51.3610        48.6390        49.5492     
  923.150        16543.3        3199.22        1088.39        51.3610        48.6390        49.5492     
  923.150        16553.3        3199.25        1088.54        51.3610        48.6390        49.5493     
  923.150        16563.3        3199.28        1088.70        51.3610        48.6390        49.5493     
  923.150        16573.3        3199.31        1088.86        51.3610        48.6390        49.5493     
  923.150        16583.3        3199.34        1089.01        51.3610        48.6390        49.5494     
  923.150        16593.3        3199.37        1089.17        51.3610        48.6390        49.5494     
  923.150        16603.3        3199.39        1089.32        51.3610        48.6390        49.5494     
  923.150        16613.3        3199.42        1089.48        51.3610        48.6390        49.5495     
  923.150        16623.3        3199.45        1089.63        51.3610        48.6390        49.5495     
  923.150        16633.3        3199.48        1089.79        51.3610        48.6390        49.5495     
  923.150        16643.3        3199.51        1089.94        51.3610        48.6390        49.5496     
  923.150        16653.3        3199.54        1090.10        51.3610        48.6390        49.5496     
  923.150        16663.3        3199.57        1090.25        51.3610        48.6390        49.5496     
  923.150        16673.3        3199.60        1090.41        51.3610        48.6390        49.5497     
  923.150        16683.3        3199.63        1090.56        51.3610        48.6390        49.5497     
  923.150        16693.3        3199.65        1090.72        51.3610        48.6390        49.5497     
  923.150        16703.4        3199.68        1090.87        51.3610        48.6390        49.5498     
  923.150        16713.4        3199.71        1091.03        51.3610        48.6390        49.5498     
  923.150        16723.4        3199.74        1091.18        51.3610        48.6390        49.5498     
  923.150        16733.4        3199.77        1091.34        51.3610        48.6390        49.5499     
  923.150        16743.4        3199.80        1091.49        51.3610        48.6390        49.5499     
  923.150        16753.4        3199.83        1091.64        51.3610        48.6390        49.5499     
  923.150        16763.4        3199.86        1091.80        51.3610        48.6390        49.5500     
  923.150        16773.4        3199.88        1091.95        51.3610        48.6390        49.5500     
  923.150        16783.4        3199.91        1092.11        51.3610        48.6390        49.5500     
  923.150        16793.4        3199.94        1092.26        51.3610        48.6390        49.5501     
  923.150        16803.4        3199.97        1092.41        51.3610        48.6390        49.5501     
  923.150        16813.4        3200.00        1092.57        51.3610        48.6390        49.5501     
  923.150        16823.4        3200.03        1092.72        51.3610        48.6390        49.5502     
  923.150        16833.4        3200.06        1092.87        51.3610        48.6390        49.5502     
  923.150        16843.4        3200.09        1093.03        51.3610        48.6390        49.5502     
  923.150        16853.4        3200.11        1093.18        51.3610        48.6390        49.5503     
  923.150        16863.4        3200.14        1093.33        51.3610        48.6390        49.5503     
  923.150        16873.4        3200.17        1093.49        51.3610        48.6390        49.5503     
  923.150        16883.4        3200.20        1093.64        51.3610        48.6390        49.5504     
  923.150        16893.4        3200.23        1093.79        51.3610        48.6390        49.5504     
  923.150        16903.5        3200.26        1093.95        51.3610        48.6390        49.5504     
  923.150        16913.5        3200.29        1094.10        51.3610        48.6390        49.5505     
  923.150        16923.5        3200.32        1094.25        51.3610        48.6390        49.5505     
  923.150        16933.5        3200.35        1094.41        51.3610        48.6390        49.5505     
  923.150        16943.5        3200.37        1094.56        51.3610        48.6390        49.5506     
  923.150        16953.5        3200.40        1094.71        51.3610        48.6390        49.5506     
  923.150        16963.5        3200.43        1094.86        51.3610        48.6390        49.5506     
  923.150        16973.5        3200.46        1095.02        51.3610        48.6390        49.5507     
  923.150        16983.5        3200.49        1095.17        51.3610        48.6390        49.5507     
  923.150        16993.5        3200.52        1095.32        51.3610        48.6390        49.5507     
  923.150        17003.5        3200.55        1095.47        51.3610        48.6390        49.5508     
  923.150        17013.5        3200.58        1095.62        51.3610        48.6390        49.5508     
  923.150        17023.5        3200.60        1095.78        51.3610        48.6390        49.5508     
  923.150        17033.5        3200.63        1095.93        51.3610        48.6390        49.5509     
  923.150        17043.5        3200.66        1096.08        51.3610        48.6390        49.5509     
  923.150        17053.5        3200.69        1096.23        51.3610        48.6390        49.5509     
  923.150        17063.5        3200.72        1096.38        51.3610        48.6390        49.5510     
  923.150        17073.5        3200.75        1096.53        51.3610        48.6390        49.5510     
  923.150        17083.5        3200.78        1096.69        51.3610        48.6390        49.5510     
  923.150        17093.5        3200.81        1096.84        51.3610        48.6390        49.5510     
  923.150        17103.6        3200.83        1096.99        51.3610        48.6390        49.5511     
  923.150        17113.6        3200.86        1097.14        51.3610        48.6390        49.5511     
  923.150        17123.6        3200.89        1097.29        51.3610        48.6390        49.5511     
  923.150        17133.6        3200.92        1097.44        51.3610        48.6390        49.5512     
  923.150        17143.6        3200.95        1097.59        51.3610        48.6390        49.5512     
  923.150        17153.6        3200.98        1097.74        51.3610        48.6390        49.5512     
  923.150        17163.6        3201.01        1097.89        51.3610        48.6390        49.5513     
  923.150        17173.6        3201.04        1098.05        51.3610        48.6390        49.5513     
  923.150        17183.6        3201.06        1098.20        51.3610        48.6390        49.5513     
  923.150        17193.6        3201.09        1098.35        51.3610        48.6390        49.5514     
  923.150        17203.6        3201.12        1098.50        51.3610        48.6390        49.5514     
  923.150        17213.6        3201.15        1098.65        51.3610        48.6390        49.5514     
  923.150        17223.6        3201.18        1098.80        51.3610        48.6390        49.5515     
  923.150        17233.6        3201.21        1098.95        51.3610        48.6390        49.5515     
  923.150        17243.6        3201.24        1099.10        51.3610        48.6390        49.5515     
  923.150        17253.6        3201.27        1099.25        51.3610        48.6390        49.5516     
  923.150        17263.6        3201.29        1099.40        51.3610        48.6390        49.5516     
  923.150        17273.6        3201.32        1099.55        51.3610        48.6390        49.5516     
  923.150        17283.6        3201.35        1099.70        51.3610        48.6390        49.5517     
  923.150        17293.6        3201.38        1099.85        51.3610        48.6390        49.5517     
  923.150        17303.7        3201.41        1100.00        51.3610        48.6390        49.5517     
  923.150        17313.7        3201.44        1100.15        51.3610        48.6390        49.5518     
  923.150        17323.7        3201.47        1100.30        51.3610        48.6390        49.5518     
  923.150        17333.7        3201.50        1100.45        51.3610        48.6390        49.5518     
  923.150        17343.7        3201.52        1100.60        51.3610        48.6390        49.5519     
  923.150        17353.7        3201.55        1100.75        51.3610        48.6390        49.5519     
  923.150        17363.7        3201.58        1100.89        51.3610        48.6390        49.5519     
  923.150        17373.7        3201.61        1101.04        51.3610        48.6390        49.5520     
  923.150        17383.7        3201.64        1101.19        51.3610        48.6390        49.5520     
  923.150        17393.7        3201.67        1101.34        51.3610        48.6390        49.5520     
  923.150        17403.7        3201.70        1101.49        51.3610        48.6390        49.5521     
  923.150        17413.7        3201.73        1101.64        51.3610        48.6390        49.5521     
  923.150        17423.7        3201.75        1101.79        51.3610        48.6390        49.5521     
  923.150        17433.7        3201.78        1101.94        51.3610        48.6390        49.5522     
  923.150        17443.7        3201.81        1102.09        51.3610        48.6390        49.5522     
  923.150        17453.7        3201.84        1102.23        51.3610        48.6390        49.5522     
  923.150        17463.7        3201.87        1102.38        51.3610        48.6390        49.5523     
  923.150        17473.7        3201.90        1102.53        51.3610        48.6390        49.5523     
  923.150        17483.7        3201.93        1102.68        51.3610        48.6390        49.5523     
  923.150        17493.7        3201.96        1102.83        51.3610        48.6390        49.5524     
  923.150        17503.8        3201.98        1102.98        51.3610        48.6390        49.5524     
  923.150        17513.8        3202.01        1103.12        51.3610        48.6390        49.5524     
  923.150        17523.8        3202.04        1103.27        51.3610        48.6390        49.5525     
  923.150        17533.8        3202.07        1103.42        51.3610        48.6390        49.5525     
  923.150        17543.8        3202.10        1103.57        51.3610        48.6390        49.5525     
  923.150        17553.8        3202.13        1103.72        51.3610        48.6390        49.5526     
  923.150        17563.8        3202.16        1103.86        51.3610        48.6390        49.5526     
  923.150        17573.8        3202.19        1104.01        51.3610        48.6390        49.5526     
  923.150        17583.8        3202.21        1104.16        51.3610        48.6390        49.5526     
  923.150        17593.8        3202.24        1104.31        51.3610        48.6390        49.5527     
  923.150        17603.8        3202.27        1104.45        51.3610        48.6390        49.5527     
  923.150        17613.8        3202.30        1104.60        51.3610        48.6390        49.5527     
  923.150        17623.8        3202.33        1104.75        51.3610        48.6390        49.5528     
  923.150        17633.8        3202.36        1104.90        51.3610        48.6390        49.5528     
  923.150        17643.8        3202.39        1105.04        51.3610        48.6390        49.5528     
  923.150        17653.8        3202.42        1105.19        51.3610        48.6390        49.5529     
  923.150        17663.8        3202.44        1105.34        51.3610        48.6390        49.5529     
  923.150        17673.8        3202.47        1105.48        51.3610        48.6390        49.5529     
  923.150        17683.8        3202.50        1105.63        51.3610        48.6390        49.5530     
  923.150        17693.8        3202.53        1105.78        51.3610        48.6390        49.5530     
  923.150        17703.9        3202.56        1105.92        51.3610        48.6390        49.5530     
  923.150        17713.9        3202.59        1106.07        51.3610        48.6390        49.5531     
  923.150        17723.9        3202.62        1106.22        51.3610        48.6390        49.5531     
  923.150        17733.9        3202.65        1106.36        51.3610        48.6390        49.5531     
  923.150        17743.9        3202.67        1106.51        51.3610        48.6390        49.5532     
  923.150        17753.9        3202.70        1106.66        51.3610        48.6390        49.5532     
  923.150        17763.9        3202.73        1106.80        51.3610        48.6390        49.5532     
  923.150        17773.9        3202.76        1106.95        51.3610        48.6390        49.5533     
  923.150        17783.9        3202.79        1107.09        51.3610        48.6390        49.5533     
  923.150        17793.9        3202.82        1107.24        51.3610        48.6390        49.5533     
  923.150        17803.9        3202.85        1107.39        51.3610        48.6390        49.5534     
  923.150        17813.9        3202.88        1107.53        51.3610        48.6390        49.5534     
  923.150        17823.9        3202.90        1107.68        51.3610        48.6390        49.5534     
  923.150        17833.9        3202.93        1107.82        51.3610        48.6390        49.5535     
  923.150        17843.9        3202.96        1107.97        51.3610        48.6390        49.5535     
  923.150        17853.9        3202.99        1108.11        51.3610        48.6390        49.5535     
  923.150        17863.9        3203.02        1108.26        51.3610        48.6390        49.5536     
  923.150        17873.9        3203.05        1108.41        51.3610        48.6390        49.5536     
  923.150        17883.9        3203.08        1108.55        51.3610        48.6390        49.5536     
  923.150        17893.9        3203.11        1108.70        51.3610        48.6390        49.5537     
  923.150        17904.0        3203.13        1108.84        51.3610        48.6390        49.5537     
  923.150        17914.0        3203.16        1108.99        51.3610        48.6390        49.5537     
  923.150        17924.0        3203.19        1109.13        51.3610        48.6390        49.5538     
  923.150        17934.0        3203.22        1109.28        51.3610        48.6390        49.5538     
  923.150        17944.0        3203.25        1109.42        51.3610        48.6390        49.5538     
  923.150        17954.0        3203.28        1109.57        51.3610        48.6390        49.5539     
  923.150        17964.0        3203.31        1109.71        51.3610        48.6390        49.5539     
  923.150        17974.0        3203.33        1109.86        51.3610        48.6390        49.5539     
  923.150        17984.0        3203.36        1110.00        51.3610        48.6390        49.5540     
  923.150        17994.0        3203.39        1110.14        51.3610        48.6390        49.5540     
  923.150        18004.0        3203.42        1110.29        51.3610        48.6390        49.5540     
  923.150        18014.0        3203.45        1110.43        51.3610        48.6390        49.5540     
  923.150        18024.0        3203.48        1110.58        51.3610        48.6390        49.5541     
  923.150        18034.0        3203.51        1110.72        51.3610        48.6390        49.5541     
  923.150        18044.0        3203.54        1110.87        51.3610        48.6390        49.5541     
  923.150        18054.0        3203.56        1111.01        51.3610        48.6390        49.5542     
  923.150        18064.0        3203.59        1111.15        51.3610        48.6390        49.5542     
  923.150        18074.0        3203.62        1111.30        51.3610        48.6390        49.5542     
  923.150        18084.0        3203.65        1111.44        51.3610        48.6390        49.5543     
  923.150        18094.0        3203.68        1111.59        51.3610        48.6390        49.5543     
  923.150        18104.1        3203.71        1111.73        51.3610        48.6390        49.5543     
  923.150        18114.1        3203.74        1111.87        51.3610        48.6390        49.5544     
  923.150        18124.1        3203.77        1112.02        51.3610        48.6390        49.5544     
  923.150        18134.1        3203.79        1112.16        51.3610        48.6390        49.5544     
  923.150        18144.1        3203.82        1112.30        51.3610        48.6390        49.5545     
  923.150        18154.1        3203.85        1112.45        51.3610        48.6390        49.5545     
  923.150        18164.1        3203.88        1112.59        51.3610        48.6390        49.5545     
  923.150        18174.1        3203.91        1112.73        51.3610        48.6390        49.5546     
  923.150        18184.1        3203.94        1112.88        51.3610        48.6390        49.5546     
  923.150        18194.1        3203.97        1113.02        51.3610        48.6390        49.5546     
  923.150        18204.1        3203.99        1113.16        51.3610        48.6390        49.5547     
  923.150        18214.1        3204.02        1113.31        51.3610        48.6390        49.5547     
  923.150        18224.1        3204.05        1113.45        51.3610        48.6390        49.5547     
  923.150        18234.1        3204.08        1113.59        51.3610        48.6390        49.5548     
  923.150        18244.1        3204.11        1113.73        51.3610        48.6390        49.5548     
  923.150        18254.1        3204.14        1113.88        51.3610        48.6390        49.5548     
  923.150        18264.1        2633.94                 NaN   45.0374        42.6506                 NaN
  923.150        18274.1        2633.99                 NaN   45.0374        42.6506                 NaN
  923.150        18284.1        2634.04                 NaN   45.0374        42.6506                 NaN
  923.150        18294.1        2634.08                 NaN   45.0374        42.6506                 NaN
  923.150        18304.2        2634.13                 NaN   45.0374        42.6506                 NaN
  923.150        18314.2        2634.18                 NaN   45.0374        42.6506                 NaN
  923.150        18324.2        2634.23                 NaN   45.0374        42.6506                 NaN
  923.150        18334.2        2634.28                 NaN   45.0374        42.6506                 NaN
  923.150        18344.2        2634.32                 NaN   45.0374        42.6506                 NaN
  923.150        18354.2        2634.37                 NaN   45.0374        42.6506                 NaN
  923.150        18364.2        2634.42                 NaN   45.0374        42.6506                 NaN
  923.150        18374.2        2634.47                 NaN   45.0374        42.6506                 NaN
  923.150        18384.2        2634.52                 NaN   45.0374        42.6506                 NaN
  923.150        18394.2        2634.56                 NaN   45.0374        42.6506                 NaN
  923.150        18404.2        2634.61                 NaN   45.0374        42.6506                 NaN
  923.150        18414.2        2634.66                 NaN   45.0374        42.6506                 NaN
