|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        20335.2        2643.82                 NaN   45.0374        42.6506                 NaN
  923.150        20345.2        2643.87                 NaN   45.0374        42.6506                 NaN
  923.150        20355.2        2643.92                 NaN   45.0374        42.6506                 NaN
  923.150        20365.2        2643.97                 NaN   45.0374        42.6506                 NaN
  923.150        20375.2        2644.01                 NaN   45.0374        42.6506                 NaN
  923.150        20385.2        2644.06                 NaN   45.0374        42.6506                 NaN
  923.150        20395.2        2644.11                 NaN   45.0374        42.6506                 NaN
  923.150        20405.2        2644.16                 NaN   45.0374        42.6506                 NaN
  923.150        20415.2        2644.20                 NaN   45.0374        42.6506                 NaN
  923.150        20425.2        2644.25                 NaN   45.0374        42.6506                 NaN
  923.150        20435.2        2644.30                 NaN   45.0374        42.6506                 NaN
  923.150        20445.2        2644.35                 NaN   45.0374        42.6506                 NaN
  923.150        20455.2        2644.39                 NaN   45.0374        42.6506                 NaN
  923.150        20465.2        2644.44                 NaN   45.0374        42.6506                 NaN
  923.150        20475.2        2644.49                 NaN   45.0374        42.6506                 NaN
  923.150        20485.2        2644.53                 NaN   45.0374        42.6506                 NaN
  923.150        20495.2        2644.58                 NaN   45.0374        42.6506                 NaN
  923.150        20505.3        2644.63                 NaN   45.0374        42.6506                 NaN
  923.150        20515.3        2644.68                 NaN   45.0374        42.6506                 NaN
  923.150        20525.3        2644.72                 NaN   45.0374        42.6506                 NaN
  923.150        20535.3        2644.77                 NaN   45.0374        42.6506                 NaN
  923.150        20545.3        2644.82                 NaN   45.0374        42.6506                 NaN
  923.150        20555.3        2644.87                 NaN   45.0374        42.6506                 NaN
  923.150        20565.3        2644.91                 NaN   45.0374        42.6506                 NaN
  923.150        20575.3        2644.96                 NaN   45.0374        42.6506                 NaN
  923.150        20585.3        2645.01                 NaN   45.0374        42.6506                 NaN
  923.150        20595.3        2645.06                 NaN   45.0374        42.6506                 NaN
  923.150        20605.3        2645.10                 NaN   45.0374        42.6506                 NaN
  923.150        20615.3        2645.15                 NaN   45.0374        42.6506                 NaN
  923.150        20625.3        2645.20                 NaN   45.0374        42.6506                 NaN
  923.150        20635.3        2645.25                 NaN   45.0374        42.6506                 NaN
  923.150        20645.3        2645.29                 NaN   45.0374        42.6506                 NaN
  923.150        20655.3        2645.34                 NaN   45.0374        42.6506                 NaN
  923.150        20665.3        2645.39                 NaN   45.0374        42.6506                 NaN
  923.150        20675.3        2645.44                 NaN   45.0374        42.6506                 NaN
  923.150        20685.3        2645.48                 NaN   45.0374        42.6506                 NaN
  923.150        20695.3        2645.53                 NaN   45.0374        42.6506                 NaN
  923.150        20705.4        2645.58                 NaN   45.0374        42.6506                 NaN
  923.150        20715.4        2645.63                 NaN   45.0374        42.6506                 NaN
  923.150        20725.4        2645.67                 NaN   45.0374        42.6506                 NaN
  923.150        20735.4        2645.72                 NaN   45.0374        42.6506                 NaN
  923.150        20745.4        2645.77                 NaN   45.0374        42.6506                 NaN
  923.150        20755.4        2645.81                 NaN   45.0374        42.6506                 NaN
  923.150        20765.4        2645.86                 NaN   45.0374        42.6506                 NaN
  923.150        20775.4        2645.91                 NaN   45.0374        42.6506                 NaN
  923.150        20785.4        2645.96                 NaN   45.0374        42.6506                 NaN
  923.150        20795.4        2646.00                 NaN   45.0374        42.6506                 NaN
  923.150        20805.4        2646.05                 NaN   45.0374        42.6506                 NaN
  923.150        20815.4        2646.10                 NaN   45.0374        42.6506                 NaN
  923.150        20825.4        2646.15                 NaN   45.0374        42.6506                 NaN
  923.150        20835.4        2646.19                 NaN   45.0374        42.6506                 NaN
  923.150        20845.4        2646.24                 NaN   45.0374        42.6506                 NaN
  923.150        20855.4        2646.29                 NaN   45.0374        42.6506                 NaN
  923.150        20865.4        2646.34                 NaN   45.0374        42.6506                 NaN
  923.150        20875.4        2646.38                 NaN   45.0374        42.6506                 NaN
  923.150        20885.4        2646.43                 NaN   45.0374        42.6506                 NaN
  923.150        20895.4        2646.48                 NaN   45.0374        42.6506                 NaN
  923.150        20905.5        2646.53                 NaN   45.0374        42.6506                 NaN
  923.150        20915.5        2646.57                 NaN   45.0374        42.6506                 NaN
  923.150        20925.5        2646.62                 NaN   45.0374        42.6506                 NaN
  923.150        20935.5        2646.67                 NaN   45.0374        42.6506                 NaN
  923.150        20945.5        2646.71                 NaN   45.0374        42.6506                 NaN
  923.150        20955.5        2646.76                 NaN   45.0374        42.6506                 NaN
  923.150        20965.5        2646.81                 NaN   45.0374        42.6506                 NaN
  923.150        20975.5        2646.86                 NaN   45.0374        42.6506                 NaN
  923.150        20985.5        2646.90                 NaN   45.0374        42.6506                 NaN
  923.150        20995.5        2646.95                 NaN   45.0374        42.6506                 NaN
  923.150        21005.5        2647.00                 NaN   45.0374        42.6506                 NaN
  923.150        21015.5        2647.05                 NaN   45.0374        42.6506                 NaN
  923.150        21025.5        2647.09                 NaN   45.0374        42.6506                 NaN
  923.150        21035.5        2647.14                 NaN   45.0374        42.6506                 NaN
  923.150        21045.5        2647.19                 NaN   45.0374        42.6506                 NaN
  923.150        21055.5        2647.23                 NaN   45.0374        42.6506                 NaN
  923.150        21065.5        2647.28                 NaN   45.0374        42.6506                 NaN
  923.150        21075.5        2647.33                 NaN   45.0374        42.6506                 NaN
  923.150        21085.5        2647.38                 NaN   45.0374        42.6506                 NaN
  923.150        21095.5        2647.42                 NaN   45.0374        42.6506                 NaN
  923.150        21105.6        2647.47                 NaN   45.0374        42.6506                 NaN
  923.150        21115.6        2647.52                 NaN   45.0374        42.6506                 NaN
  923.150        21125.6        2647.57                 NaN   45.0374        42.6506                 NaN
  923.150        21135.6        2647.61                 NaN   45.0374        42.6506                 NaN
  923.150        21145.6        2647.66                 NaN   45.0374        42.6506                 NaN
  923.150        21155.6        2647.71                 NaN   45.0374        42.6506                 NaN
  923.150        21165.6        2647.76                 NaN   45.0374        42.6506                 NaN
  923.150        21175.6        2647.80                 NaN   45.0374        42.6506                 NaN
  923.150        21185.6        2647.85                 NaN   45.0374        42.6506                 NaN
  923.150        21195.6        2647.90                 NaN   45.0374        42.6506                 NaN
  923.150        21205.6        2647.94                 NaN   45.0374        42.6506                 NaN
  923.150        21215.6        2647.99                 NaN   45.0374        42.6506                 NaN
  923.150        21225.6        2648.04                 NaN   45.0374        42.6506                 NaN
  923.150        21235.6        2648.09                 NaN   45.0374        42.6506                 NaN
  923.150        21245.6        2648.13                 NaN   45.0374        42.6506                 NaN
  923.150        21255.6        2648.18                 NaN   45.0374        42.6506                 NaN
  923.150        21265.6        2648.23                 NaN   45.0374        42.6506                 NaN
  923.150        21275.6        2648.27                 NaN   45.0374        42.6506                 NaN
  923.150        21285.6        2648.32                 NaN   45.0374        42.6506                 NaN
  923.150        21295.6        2648.37                 NaN   45.0374        42.6506                 NaN
  923.150        21305.7        2648.42                 NaN   45.0374        42.6506                 NaN
  923.150        21315.7        2648.46                 NaN   45.0374        42.6506                 NaN
  923.150        21325.7        2648.51                 NaN   45.0374        42.6506                 NaN
  923.150        21335.7        2648.56                 NaN   45.0374        42.6506                 NaN
  923.150        21345.7        2648.61                 NaN   45.0374        42.6506                 NaN
  923.150        21355.7        2648.65                 NaN   45.0374        42.6506                 NaN
  923.150        21365.7        2648.70                 NaN   45.0374        42.6506                 NaN
  923.150        21375.7        2648.75                 NaN   45.0374        42.6506                 NaN
  923.150        21385.7        2648.79                 NaN   45.0374        42.6506                 NaN
  923.150        21395.7        2648.84                 NaN   45.0374        42.6506                 NaN
  923.150        21405.7        2648.89                 NaN   45.0374        42.6506                 NaN
  923.150        21415.7        2648.94                 NaN   45.0374        42.6506                 NaN
  923.150        21425.7        2648.98                 NaN   45.0374        42.6506                 NaN
  923.150        21435.7        2649.03                 NaN   45.0374        42.6506                 NaN
  923.150        21445.7        2649.08                 NaN   45.0374        42.6506                 NaN
  923.150        21455.7        2649.12                 NaN   45.0374        42.6506                 NaN
  923.150        21465.7        2649.17                 NaN   45.0374        42.6506                 NaN
  923.150        21475.7        2649.22                 NaN   45.0374        42.6506                 NaN
  923.150        21485.7        2649.27                 NaN   45.0374        42.6506                 NaN
  923.150        21495.7        2649.31                 NaN   45.0374        42.6506                 NaN
  923.150        21505.8        2649.36                 NaN   45.0374        42.6506                 NaN
  923.150        21515.8        2649.41                 NaN   45.0374        42.6506                 NaN
  923.150        21525.8        2649.45                 NaN   45.0374        42.6506                 NaN
  923.150        21535.8        2649.50                 NaN   45.0374        42.6506                 NaN
  923.150        21545.8        2649.55                 NaN   45.0374        42.6506                 NaN
  923.150        21555.8        2649.60                 NaN   45.0374        42.6506                 NaN
  923.150        21565.8        2649.64                 NaN   45.0374        42.6506                 NaN
  923.150        21575.8        2649.69                 NaN   45.0374        42.6506                 NaN
  923.150        21585.8        2649.74                 NaN   45.0374        42.6506                 NaN
  923.150        21595.8        2649.79                 NaN   45.0374        42.6506                 NaN
  923.150        21605.8        2649.83                 NaN   45.0374        42.6506                 NaN
  923.150        21615.8        2649.88                 NaN   45.0374        42.6506                 NaN
  923.150        21625.8        2649.93                 NaN   45.0374        42.6506                 NaN
  923.150        21635.8        2649.97                 NaN   45.0374        42.6506                 NaN
  923.150        21645.8        2650.02                 NaN   45.0374        42.6506                 NaN
  923.150        21655.8        2650.07                 NaN   45.0374        42.6506                 NaN
  923.150        21665.8        2650.12                 NaN   45.0374        42.6506                 NaN
  923.150        21675.8        2650.16                 NaN   45.0374        42.6506                 NaN
  923.150        21685.8        2650.21                 NaN   45.0374        42.6506                 NaN
  923.150        21695.8        2650.26                 NaN   45.0374        42.6506                 NaN
  923.150        21705.9        2650.30                 NaN   45.0374        42.6506                 NaN
  923.150        21715.9        2650.35                 NaN   45.0374        42.6506                 NaN
  923.150        21725.9        2650.40                 NaN   45.0374        42.6506                 NaN
  923.150        21735.9        2650.45                 NaN   45.0374        42.6506                 NaN
  923.150        21745.9        2650.49                 NaN   45.0374        42.6506                 NaN
  923.150        21755.9        2650.54                 NaN   45.0374        42.6506                 NaN
  923.150        21765.9        2650.59                 NaN   45.0374        42.6506                 NaN
  923.150        21775.9        2650.63                 NaN   45.0374        42.6506                 NaN
  923.150        21785.9        2650.68                 NaN   45.0374        42.6506                 NaN
  923.150        21795.9        2650.73                 NaN   45.0374        42.6506                 NaN
  923.150        21805.9        2650.77                 NaN   45.0374        42.6506                 NaN
  923.150        21815.9        2650.82                 NaN   45.0374        42.6506                 NaN
  923.150        21825.9        2650.87                 NaN   45.0374        42.6506                 NaN
  923.150        21835.9        2650.92                 NaN   45.0374        42.6506                 NaN
  923.150        21845.9        2650.96                 NaN   45.0374        42.6506                 NaN
  923.150        21855.9        2651.01                 NaN   45.0374        42.6506                 NaN
  923.150        21865.9        2651.06                 NaN   45.0374        42.6506                 NaN
  923.150        21875.9        2651.10                 NaN   45.0374        42.6506                 NaN
  923.150        21885.9        2651.15                 NaN   45.0374        42.6506                 NaN
  923.150        21895.9        2651.20                 NaN   45.0374        42.6506                 NaN
  923.150        21906.0        2651.25                 NaN   45.0374        42.6506                 NaN
  923.150        21916.0        2651.29                 NaN   45.0374        42.6506                 NaN
  923.150        21926.0        2651.34                 NaN   45.0374        42.6506                 NaN
  923.150        21936.0        2651.39                 NaN   45.0374        42.6506                 NaN
  923.150        21946.0        2651.43                 NaN   45.0374        42.6506                 NaN
  923.150        21956.0        2651.48                 NaN   45.0374        42.6506                 NaN
  923.150        21966.0        2651.53                 NaN   45.0374        42.6506                 NaN
  923.150        21976.0        2651.58                 NaN   45.0374        42.6506                 NaN
  923.150        21986.0        2651.62                 NaN   45.0374        42.6506                 NaN
  923.150        21996.0        2651.67                 NaN   45.0374        42.6506                 NaN
  923.150        22006.0        2651.72                 NaN   45.0374        42.6506                 NaN
  923.150        22016.0        2651.76                 NaN   45.0374        42.6506                 NaN
  923.150        22026.0        2651.81                 NaN   45.0374        42.6506                 NaN
  923.150        22036.0        2651.86                 NaN   45.0374        42.6506                 NaN
  923.150        22046.0        2651.90                 NaN   45.0374        42.6506                 NaN
  923.150        22056.0        2651.95                 NaN   45.0374        42.6506                 NaN
  923.150        22066.0        2652.00                 NaN   45.0374        42.6506                 NaN
  923.150        22076.0        2652.05                 NaN   45.0374        42.6506                 NaN
  923.150        22086.0        2652.09                 NaN   45.0374        42.6506                 NaN
  923.150        22096.0        2652.14                 NaN   45.0374        42.6506                 NaN
  923.150        22106.1        2652.19                 NaN   45.0374        42.6506                 NaN
  923.150        22116.1        2652.23                 NaN   45.0374        42.6506                 NaN
  923.150        22126.1        2652.28                 NaN   45.0374        42.6506                 NaN
  923.150        22136.1        2652.33                 NaN   45.0374        42.6506                 NaN
  923.150        22146.1        2652.38                 NaN   45.0374        42.6506                 NaN
  923.150        22156.1        2652.42                 NaN   45.0374        42.6506                 NaN
  923.150        22166.1        2652.47                 NaN   45.0374        42.6506                 NaN
  923.150        22176.1        2652.52                 NaN   45.0374        42.6506                 NaN
  923.150        22186.1        2652.56                 NaN   45.0374        42.6506                 NaN
  923.150        22196.1        2652.61                 NaN   45.0374        42.6506                 NaN
  923.150        22206.1        2652.66                 NaN   45.0374        42.6506                 NaN
  923.150        22216.1        2652.70                 NaN   45.0374        42.6506                 NaN
  923.150        22226.1        2652.75                 NaN   45.0374        42.6506                 NaN
  923.150        22236.1        2652.80                 NaN   45.0374        42.6506                 NaN
  923.150        22246.1        2652.85                 NaN   45.0374        42.6506                 NaN
  923.150        22256.1        2652.89                 NaN   45.0374        42.6506                 NaN
  923.150        22266.1        2652.94                 NaN   45.0374        42.6506                 NaN
  923.150        22276.1        2652.99                 NaN   45.0374        42.6506                 NaN
  923.150        22286.1        2653.03                 NaN   45.0374        42.6506                 NaN
  923.150        22296.1        2653.08                 NaN   45.0374        42.6506                 NaN
  923.150        22306.2        2653.13                 NaN   45.0374        42.6506                 NaN
  923.150        22316.2        2653.17                 NaN   45.0374        42.6506                 NaN
  923.150        22326.2        2653.22                 NaN   45.0374        42.6506                 NaN
  923.150        22336.2        2653.27                 NaN   45.0374        42.6506                 NaN
  923.150        22346.2        2653.32                 NaN   45.0374        42.6506                 NaN
  923.150        22356.2        2653.36                 NaN   45.0374        42.6506                 NaN
  923.150        22366.2        2653.41                 NaN   45.0374        42.6506                 NaN
  923.150        22376.2        2653.46                 NaN   45.0374        42.6506                 NaN
  923.150        22386.2        2653.50                 NaN   45.0374        42.6506                 NaN
  923.150        22396.2        2653.55                 NaN   45.0374        42.6506                 NaN
  923.150        22406.2        2653.60                 NaN   45.0374        42.6506                 NaN
  923.150        22416.2        2653.64                 NaN   45.0374        42.6506                 NaN
  923.150        22426.2        2653.69                 NaN   45.0374        42.6506                 NaN
  923.150        22436.2        2653.74                 NaN   45.0374        42.6506                 NaN
  923.150        22446.2        2653.78                 NaN   45.0374        42.6506                 NaN
  923.150        22456.2        2653.83                 NaN   45.0374        42.6506                 NaN
  923.150        22466.2        2653.88                 NaN   45.0374        42.6506                 NaN
  923.150        22476.2        2653.93                 NaN   45.0374        42.6506                 NaN
  923.150        22486.2        2653.97                 NaN   45.0374        42.6506                 NaN
  923.150        22496.2        2654.02                 NaN   45.0374        42.6506                 NaN
  923.150        22506.3        2654.07                 NaN   45.0374        42.6506                 NaN
  923.150        22516.3        2654.11                 NaN   45.0374        42.6506                 NaN
  923.150        22526.3        2654.16                 NaN   45.0374        42.6506                 NaN
  923.150        22536.3        2654.21                 NaN   45.0374        42.6506                 NaN
  923.150        22546.3        2654.25                 NaN   45.0374        42.6506                 NaN
  923.150        22556.3        2654.30                 NaN   45.0374        42.6506                 NaN
  923.150        22566.3        2654.35                 NaN   45.0374        42.6506                 NaN
  923.150        22576.3        2654.39                 NaN   45.0374        42.6506                 NaN
  923.150        22586.3        2654.44                 NaN   45.0374        42.6506                 NaN
  923.150        22596.3        2654.49                 NaN   45.0374        42.6506                 NaN
  923.150        22606.3        2654.54                 NaN   45.0374        42.6506                 NaN
  923.150        22616.3        2654.58                 NaN   45.0374        42.6506                 NaN
  923.150        22626.3        2654.63                 NaN   45.0374        42.6506                 NaN
  923.150        22636.3        2654.68                 NaN   45.0374        42.6506                 NaN
  923.150        22646.3        2654.72                 NaN   45.0374        42.6506                 NaN
  923.150        22656.3        2654.77                 NaN   45.0374        42.6506                 NaN
  923.150        22666.3        2654.82                 NaN   45.0374        42.6506                 NaN
  923.150        22676.3        2654.86                 NaN   45.0374        42.6506                 NaN
  923.150        22686.3        2654.91                 NaN   45.0374        42.6506                 NaN
  923.150        22696.3        2654.96                 NaN   45.0374        42.6506                 NaN
  923.150        22706.4        2655.00                 NaN   45.0374        42.6506                 NaN
  923.150        22716.4        2655.05                 NaN   45.0374        42.6506                 NaN
  923.150        22726.4        2655.10                 NaN   45.0374        42.6506                 NaN
  923.150        22736.4        2655.15                 NaN   45.0374        42.6506                 NaN
  923.150        22746.4        2655.19                 NaN   45.0374        42.6506                 NaN
  923.150        22756.4        2655.24                 NaN   45.0374        42.6506                 NaN
  923.150        22766.4        2655.29                 NaN   45.0374        42.6506                 NaN
  923.150        22776.4        2655.33                 NaN   45.0374        42.6506                 NaN
  923.150        22786.4        2655.38                 NaN   45.0374        42.6506                 NaN
  923.150        22796.4        2655.43                 NaN   45.0374        42.6506                 NaN
  923.150        22806.4        2655.47                 NaN   45.0374        42.6506                 NaN
  923.150        22816.4        2655.52                 NaN   45.0374        42.6506                 NaN
  923.150        22826.4        2655.57                 NaN   45.0374        42.6506                 NaN
  923.150        22836.4        2655.61                 NaN   45.0374        42.6506                 NaN
  923.150        22846.4        2655.66                 NaN   45.0374        42.6506                 NaN
  923.150        22856.4        2655.71                 NaN   45.0374        42.6506                 NaN
  923.150        22866.4        2655.75                 NaN   45.0374        42.6506                 NaN
  923.150        22876.4        2655.80                 NaN   45.0374        42.6506                 NaN
  923.150        22886.4        2655.85                 NaN   45.0374        42.6506                 NaN
  923.150        22896.4        2655.89                 NaN   45.0374        42.6506                 NaN
  923.150        22906.5        2655.94                 NaN   45.0374        42.6506                 NaN
  923.150        22916.5        2655.99                 NaN   45.0374        42.6506                 NaN
  923.150        22926.5        2656.04                 NaN   45.0374        42.6506                 NaN
  923.150        22936.5        2656.08                 NaN   45.0374        42.6506                 NaN
  923.150        22946.5        2656.13                 NaN   45.0374        42.6506                 NaN
  923.150        22956.5        2656.18                 NaN   45.0374        42.6506                 NaN
  923.150        22966.5        2656.22                 NaN   45.0374        42.6506                 NaN
  923.150        22976.5        2656.27                 NaN   45.0374        42.6506                 NaN
  923.150        22986.5        2656.32                 NaN   45.0374        42.6506                 NaN
  923.150        22996.5        2656.36                 NaN   45.0374        42.6506                 NaN
  923.150        23006.5        2656.41                 NaN   45.0374        42.6506                 NaN
  923.150        23016.5        2656.46                 NaN   45.0374        42.6506                 NaN
  923.150        23026.5        2656.50                 NaN   45.0374        42.6506                 NaN
  923.150        23036.5        2656.55                 NaN   45.0374        42.6506                 NaN
  923.150        23046.5        2656.60                 NaN   45.0374        42.6506                 NaN
  923.150        23056.5        2656.64                 NaN   45.0374        42.6506                 NaN
  923.150        23066.5        2656.69                 NaN   45.0374        42.6506                 NaN
  923.150        23076.5        2656.74                 NaN   45.0374        42.6506                 NaN
  923.150        23086.5        2656.78                 NaN   45.0374        42.6506                 NaN
  923.150        23096.5        2656.83                 NaN   45.0374        42.6506                 NaN
  923.150        23106.6        2656.88                 NaN   45.0374        42.6506                 NaN
  923.150        23116.6        2656.92                 NaN   45.0374        42.6506                 NaN
  923.150        23126.6        2656.97                 NaN   45.0374        42.6506                 NaN
  923.150        23136.6        2657.02                 NaN   45.0374        42.6506                 NaN
  923.150        23146.6        2657.06                 NaN   45.0374        42.6506                 NaN
  923.150        23156.6        2657.11                 NaN   45.0374        42.6506                 NaN
  923.150        23166.6        2657.16                 NaN   45.0374        42.6506                 NaN
  923.150        23176.6        2657.21                 NaN   45.0374        42.6506                 NaN
  923.150        23186.6        2657.25                 NaN   45.0374        42.6506                 NaN
  923.150        23196.6        2657.30                 NaN   45.0374        42.6506                 NaN
  923.150        23206.6        2657.35                 NaN   45.0374        42.6506                 NaN
  923.150        23216.6        2657.39                 NaN   45.0374        42.6506                 NaN
  923.150        23226.6        2657.44                 NaN   45.0374        42.6506                 NaN
  923.150        23236.6        2657.49                 NaN   45.0374        42.6506                 NaN
  923.150        23246.6        2657.53                 NaN   45.0374        42.6506                 NaN
  923.150        23256.6        2657.58                 NaN   45.0374        42.6506                 NaN
  923.150        23266.6        2657.63                 NaN   45.0374        42.6506                 NaN
  923.150        23276.6        2657.67                 NaN   45.0374        42.6506                 NaN
  923.150        23286.6        2657.72                 NaN   45.0374        42.6506                 NaN
  923.150        23296.6        2657.77                 NaN   45.0374        42.6506                 NaN
  923.150        23306.7        2657.81                 NaN   45.0374        42.6506                 NaN
  923.150        23316.7        2657.86                 NaN   45.0374        42.6506                 NaN
  923.150        23326.7        2657.91                 NaN   45.0374        42.6506                 NaN
  923.150        23336.7        2657.95                 NaN   45.0374        42.6506                 NaN
  923.150        23346.7        2658.00                 NaN   45.0374        42.6506                 NaN
  923.150        23356.7        2658.05                 NaN   45.0374        42.6506                 NaN
  923.150        23366.7        2658.09                 NaN   45.0374        42.6506                 NaN
  923.150        23376.7        2658.14                 NaN   45.0374        42.6506                 NaN
  923.150        23386.7        2658.19                 NaN   45.0374        42.6506                 NaN
  923.150        23396.7        2658.23                 NaN   45.0374        42.6506                 NaN
  923.150        23406.7        2658.28                 NaN   45.0374        42.6506                 NaN
  923.150        23416.7        2658.33                 NaN   45.0374        42.6506                 NaN
  923.150        23426.7        2658.37                 NaN   45.0374        42.6506                 NaN
  923.150        23436.7        2658.42                 NaN   45.0374        42.6506                 NaN
  923.150        23446.7        2658.47                 NaN   45.0374        42.6506                 NaN
  923.150        23456.7        2658.51                 NaN   45.0374        42.6506                 NaN
  923.150        23466.7        2658.56                 NaN   45.0374        42.6506                 NaN
  923.150        23476.7        2658.61                 NaN   45.0374        42.6506                 NaN
  923.150        23486.7        2658.65                 NaN   45.0374        42.6506                 NaN
  923.150        23496.7        2658.70                 NaN   45.0374        42.6506                 NaN
  923.150        23506.8        2658.75                 NaN   45.0374        42.6506                 NaN
  923.150        23516.8        2658.79                 NaN   45.0374        42.6506                 NaN
  923.150        23526.8        2658.84                 NaN   45.0374        42.6506                 NaN
  923.150        23536.8        2658.89                 NaN   45.0374        42.6506                 NaN
  923.150        23546.8        2658.93                 NaN   45.0374        42.6506                 NaN
  923.150        23556.8        2658.98                 NaN   45.0374        42.6506                 NaN
  923.150        23566.8        2659.03                 NaN   45.0374        42.6506                 NaN
  923.150        23576.8        2659.07                 NaN   45.0374        42.6506                 NaN
  923.150        23586.8        2659.12                 NaN   45.0374        42.6506                 NaN
  923.150        23596.8        2659.17                 NaN   45.0374        42.6506                 NaN
  923.150        23606.8        2659.21                 NaN   45.0374        42.6506                 NaN
  923.150        23616.8        2659.26                 NaN   45.0374        42.6506                 NaN
  923.150        23626.8        2659.31                 NaN   45.0374        42.6506                 NaN
  923.150        23636.8        2659.35                 NaN   45.0374        42.6506                 NaN
  923.150        23646.8        2659.40                 NaN   45.0374        42.6506                 NaN
  923.150        23656.8        2659.45                 NaN   45.0374        42.6506                 NaN
  923.150        23666.8        2659.49                 NaN   45.0374        42.6506                 NaN
  923.150        23676.8        2659.54                 NaN   45.0374        42.6506                 NaN
  923.150        23686.8        2659.59                 NaN   45.0374        42.6506                 NaN
  923.150        23696.8        2659.63                 NaN   45.0374        42.6506                 NaN
  923.150        23706.9        2659.68                 NaN   45.0374        42.6506                 NaN
  923.150        23716.9        2659.73                 NaN   45.0374        42.6506                 NaN
  923.150        23726.9        2659.77                 NaN   45.0374        42.6506                 NaN
  923.150        23736.9        2659.82                 NaN   45.0374        42.6506                 NaN
  923.150        23746.9        2659.87                 NaN   45.0374        42.6506                 NaN
  923.150        23756.9        2659.91                 NaN   45.0374        42.6506                 NaN
  923.150        23766.9        2659.96                 NaN   45.0374        42.6506                 NaN
  923.150        23776.9        2660.01                 NaN   45.0374        42.6506                 NaN
  923.150        23786.9        2660.05                 NaN   45.0374        42.6506                 NaN
  923.150        23796.9        2660.10                 NaN   45.0374        42.6506                 NaN
  923.150        23806.9        2660.15                 NaN   45.0374        42.6506                 NaN
  923.150        23816.9        2660.19                 NaN   45.0374        42.6506                 NaN
  923.150        23826.9        2660.24                 NaN   45.0374        42.6506                 NaN
  923.150        23836.9        2660.29                 NaN   45.0374        42.6506                 NaN
  923.150        23846.9        2660.33                 NaN   45.0374        42.6506                 NaN
  923.150        23856.9        2660.38                 NaN   45.0374        42.6506                 NaN
  923.150        23866.9        2660.43                 NaN   45.0374        42.6506                 NaN
  923.150        23876.9        2660.47                 NaN   45.0374        42.6506                 NaN
  923.150        23886.9        2660.52                 NaN   45.0374        42.6506                 NaN
  923.150        23896.9        2660.57                 NaN   45.0374        42.6506                 NaN
  923.150        23907.0        2660.61                 NaN   45.0374        42.6506                 NaN
  923.150        23917.0        2660.66                 NaN   45.0374        42.6506                 NaN
  923.150        23927.0        2660.71                 NaN   45.0374        42.6506                 NaN
  923.150        23937.0        2660.75                 NaN   45.0374        42.6506                 NaN
  923.150        23947.0        2660.80                 NaN   45.0374        42.6506                 NaN
  923.150        23957.0        2660.85                 NaN   45.0374        42.6506                 NaN
  923.150        23967.0        2660.89                 NaN   45.0374        42.6506                 NaN
  923.150        23977.0        2660.94                 NaN   45.0374        42.6506                 NaN
  923.150        23987.0        2660.98                 NaN   45.0374        42.6506                 NaN
  923.150        23997.0        2661.03                 NaN   45.0374        42.6506                 NaN
  923.150        24007.0        2661.08                 NaN   45.0374        42.6506                 NaN
  923.150        24017.0        2661.12                 NaN   45.0374        42.6506                 NaN
  923.150        24027.0        2661.17                 NaN   45.0374        42.6506                 NaN
  923.150        24037.0        2661.22                 NaN   45.0374        42.6506                 NaN
  923.150        24047.0        2661.26                 NaN   45.0374        42.6506                 NaN
  923.150        24057.0        2661.31                 NaN   45.0374        42.6506                 NaN
  923.150        24067.0        2661.36                 NaN   45.0374        42.6506                 NaN
  923.150        24077.0        2661.40                 NaN   45.0374        42.6506                 NaN
  923.150        24087.0        2661.45                 NaN   45.0374        42.6506                 NaN
  923.150        24097.0        2661.50                 NaN   45.0374        42.6506                 NaN
  923.150        24107.1        2661.54                 NaN   45.0374        42.6506                 NaN
  923.150        24117.1        2661.59                 NaN   45.0374        42.6506                 NaN
  923.150        24127.1        2661.64                 NaN   45.0374        42.6506                 NaN
  923.150        24137.1        2661.68                 NaN   45.0374        42.6506                 NaN
  923.150        24147.1        2661.73                 NaN   45.0374        42.6506                 NaN
  923.150        24157.1        2661.78                 NaN   45.0374        42.6506                 NaN
  923.150        24167.1        2661.82                 NaN   45.0374        42.6506                 NaN
  923.150        24177.1        2661.87                 NaN   45.0374        42.6506                 NaN
  923.150        24187.1        2661.92                 NaN   45.0374        42.6506                 NaN
  923.150        24197.1        2661.96                 NaN   45.0374        42.6506                 NaN
  923.150        24207.1        2662.01                 NaN   45.0374        42.6506                 NaN
  923.150        24217.1        2662.06                 NaN   45.0374        42.6506                 NaN
  923.150        24227.1        2662.10                 NaN   45.0374        42.6506                 NaN
  923.150        24237.1        2662.15                 NaN   45.0374        42.6506                 NaN
  923.150        24247.1        2662.19                 NaN   45.0374        42.6506                 NaN
  923.150        24257.1        2662.24                 NaN   45.0374        42.6506                 NaN
  923.150        24267.1        2662.29                 NaN   45.0374        42.6506                 NaN
  923.150        24277.1        2662.33                 NaN   45.0374        42.6506                 NaN
  923.150        24287.1        2662.38                 NaN   45.0374        42.6506                 NaN
